imo,mmsi,name,flag,type
7014581,677038200,"M-F ERKE",TZ,"Ro-Ro/Passenger Ship"
9218478,677038100,DIAMOND,TZ,"Crude Oil Tanker"
8107048,677037900,RAPTOR,TZ,"Anchor Handling Vessel"
7368578,677037700,"AHTS  EDEN",TZ,"Anchor Handling Vessel"
7433347,677037200,EMAN,TZ,"Bulk Carrier"
9237046,677037100,"QUEEN BIHANGA",TZ,"Not available"
8301412,677037000,"AMAL O",TZ,"General Cargo"
8108107,677036800,"CSC NELSON",TZ,"Offshore Supply Ship"
9357183,677036700,HUGE,TZ,"Crude Oil Tanker"
8204676,677036300,AYALINA,,"General Cargo"
9615092,677035100,MARIA,TZ,"Lpg Tanker"
7638959,677034600,LAMAR,TZ,"General Cargo"
8301814,677034400,"MT AMBAR",TZ,"Oil Products Tanker"
7900596,677033500,CAPT.OSAMA,TZ,"General Cargo"
8128858,677032800,HELVETIA,TZ,"General Cargo"
8414764,677032500,"BRAVE M",TZ,"General Cargo"
9079107,677032300,NANCY,TZ,"Crude Oil Tanker"
9569700,677031900,DERYA,TZ,"Tanker A"
9569671,677031100,DINO,TZ,Tanker
7223041,677030700,"LADY RASHA",TZ,"Livestock Carrier"
7633399,677030400,SABIN,TZ,"General Cargo"
8804775,677030300,ZAIN,TZ,"General Cargo"
9100968,677030100,USUNGWE,TZ,"General Cargo"
7341685,677030000,RAKAN-M,TZ,"Bulk Carrier"
8036316,677029600,"ALLELUIA GLOIRE",,Tug
7407037,677029200,"LIDER AMIRAL",TZ,"Ro-Ro Cargo"
8815293,677029000,TAKNIS,TZ,"General Cargo"
7728699,677028900,CIRKIN,TZ,"Ro-Ro Cargo"
8741246,677028400,SL-T3,TZ,"Not available"
8300169,677028200,SLAVYANIN,TZ,"Rail/Vehicles Carrier"
9357377,677028000,SALINA,TZ,"Crude Oil Tanker"
7704617,677027700,AVRASYA,TZ,"Ro-Ro Cargo"
7800681,677027000,"ALBARAKA 5",TZ,"Ro-Ro Cargo"
8721284,677026900,BEREKET,TZ,"General Cargo"
7819876,677026300,"M/V ABDULLAH",TZ,"General Cargo"
8741600,677025900,SL-D1,TZ,"Not available"
7519921,677025600,"MUSTAFA BEY",TZ,"General Cargo"
8214877,677025300,RITAJ_A,TZ,"General Cargo"
7946875,677024904,"MV MUSTAFA",TZ,"General Cargo"
8003888,677024902,TRADER,TZ,"General Cargo"
8306395,677024901,ZENITH,TZ,"General Cargo"
7320306,677024900,"SIR MICHAEL",TZ,Towing
8852045,677024889,OLE,TZ,"General Cargo"
9187655,677024800,ARK,TZ,"Crude Oil Tanker"
9362061,677024600,HORSE,TZ,"Crude Oil Tanker"
7627613,677024000,"MINA F",TZ,"General Cargo"
6718142,677023900,GULFTRADER,TZ,"General Cargo"
8005757,677023800,"HONG YUAN",TZ,Tanker
9218454,677023400,DEVON,TZ,"Crude Oil Tanker"
9000728,677023300,"PRINCESS SARA",TZ,"General Cargo"
7615232,677022700,"JAWDAT M",TZ,"General Cargo"
7405091,677022500,MERYAM.S,TZ,"General Cargo"
7729198,677022400,"MEGA STAR",TZ,"General Cargo"
9775701,677022200,"KILIMANJARO V",TZ,"Not available"
7413646,677022000,AALAAE,TZ,"General Cargo"
9569205,677021800,SEASTAR,TZ,"Crude Oil Tanker"
9569621,677021600,STARLA,TZ,"Crude Oil Tanker"
9357365,677021400,SONIA,TZ,"Crude Oil Tanker"
9283760,677021300,FOREST,TZ,"Oil/Chemical Tanker"
7620184,677020900,JASMINE,,"General Cargo"
9187667,677020600,ARGO,TZ,"Crude Oil Tanker"
7528556,677019800,"PRINCESS""W[C",TZ,"General Cargo"
9015333,677019500,TOPAZIS,TZ,"Crude Oil Tanker"
7396666,677019400,MARZUK,TZ,"General Cargo"
8502377,677019200,"SEA SOUL 1",,"General Cargo"
8700838,677019100,RUMBA,TZ,"General Cargo"
7930498,677018900,"SEA ROSE",TZ,"Tanker A"
7522203,677018800,"LETFALLAH III",TZ,"General Cargo"
7113715,677018500,CHIEF.AHMAD,TZ,"General Cargo"
8744169,677017100,"NGATI HAKA",TZ,"Other Type"
7900091,677017000,"SIBEL J",TZ,"General Cargo"
7830923,677016900,DONNA-U,,"General Cargo"
7614848,677016500,BARHOM,TZ,"Livestock Carrier"
7366037,677016400,"ENAS H",TZ,"General Cargo"
7821465,677016100,TIGER,TZ,"Tanker D"
7222982,677015500,"DALAL K",TZ,"General Cargo"
9708485,677015400,"MAPINDUZI II",TZ,Cargo
9653248,677014800,SL-D10,TZ,"Not available"
8906767,677014500,"MALDIVES PRIDE",TZ,"Passenger/Cargo Ship"
8872617,677013600,"STARSHINA DEROV N.G.",TZ,"General Cargo"
9137741,677013100,SKAFTAFELL,TZ,"General Cargo"
9569657,677010800,SMOOTH,,Tanker
9569712,677010500,DUSK,,Tanker
9569700,677010400,DRAGON,,Tanker
9569645,677010000,SALALEH,,"Crude Oil Tanker"
9569633,677009600,FORTUN,,Tanker
9569619,677008800,SNOW,TZ,"Crude Oil Tanker"
9569205,677008600,SUNSHINE,,"Crude Oil Tanker"
9218454,677007700,DOLPHIN,,"Crude Oil Tanker"
9283758,677006800,FALCON,,"Oil/Chemical Tanker"
9357729,677006400,DON,,"Crude Oil Tanker"
9357717,677006300,"DAL LAKE",,"Crude Oil Tanker"
9357391,677005400,HONESTY,,"Crude Oil Tanker"
9362059,677005300,HYDRA,,"Crude Oil Tanker"
9367183,677005000,HANTAMS,,"Other Type"
9357377,677004300,SPLENDOUR,,"Crude Oil Tanker"
9356608,677004000,SANCHI,TZ,"Crude Oil Tanker"
9357353,677003900,SUCCESS,,"Crude Oil Tanker"
9357365,677003600,SUNGARY,,"Crude Oil Tanker"
9172052,677002500,SABRINA,,"Crude Oil Tanker"
9171450,677002200,STARK,TZ,"Crude Oil Tanker"
9172040,677001800,SPOTLESS,,"Crude Oil Tanker"
9079092,677001500,NAINITAL,,"Crude Oil Tanker"
8210106,677001050,BATELEUR,TZ,"Anchor Handling Vessel"
8312459,677001030,"MT NOOR",TZ,"Oil Products Tanker"
9134751,677001020,"UNITED SPIRIT 1",TZ,"Oil Products Tanker"
9212929,677000100,HALISTIC,,"Crude Oil Tanker"
7422544,676511812,"MAHMOUD 9",CD,"Livestock Carrier"
8035166,676142000,BELFAST,CD,"General Cargo"
8033120,676129000,DAISY,CD,"General Cargo"
8415201,676122000,KORALLE,CD,"General Cargo"
6607460,676119000,"BRASAL SUPPORTER",CD,"Standby Safety Vessel"
9048641,676117000,EXPLORER,CD,"General Cargo"
8725058,676109000,VESTIMAR,CD,"General Cargo"
8411566,676107000,TERA,CD,"General Cargo"
8891560,676104000,RODION_OSLYABYA,CD,"General Cargo"
8502133,676102000,UNION,CD,"General Cargo"
9071076,676092000,ANGELA,CD,"General Cargo"
7614666,676083000,ANDROMEDA,CD,"General Cargo"
8410330,676081000,ROGER,CD,"General Cargo"
7916694,676077000,MARTHA,CD,Cargo
8509038,676073000,ARFETISALLE,CD,"General Cargo"
8306400,676071000,"KATERINA V",CD,"General Cargo"
8616635,676070000,SABINA,CD,"General Cargo"
8504181,676068000,MERMAID,CD,"General Cargo"
7302964,676067000,SANTA,CD,Cargo
9008586,676061000,HELSE,CD,"General Cargo"
7812854,676056000,"JUST REEMA",CD,"General Cargo"
7005683,676054000,ORION,CD,"General Cargo"
6602977,676053000,"SAN TRELA",CD,"General Cargo"
9518713,674010040,DUMA,TZ,Tug
9598579,672748000,TANIT,TN,"Ro-Ro/Passenger Ship"
9207998,672747000,AMILCAR,TN,"Ro-Ro Cargo"
9691034,672713000,"MOON STAR",TN,Cargo
8613736,672708000,THAPSUS,TN,Tanker
9537836,672707000,"SAROST 5",TN,"Other Type"
9208007,672704000,ELYSSA,TN,"Ro-Ro Cargo"
9523237,672703000,RADES,TN,"General Cargo"
9196709,672564000,"LADY FELL",TN,"Chemical Tanker"
9154414,672525000,MAJD,TN,Fishing
9568802,672474576,RECONCILE,TN,Cargo
7388230,672450576,ALJARAK_,TN,"Other Type C"
8408923,672321000,RAFRAF,TN,"Not available"
9375587,672296000,ISKANDER,TN,"General Cargo"
9185396,672269000,CARTHAGE,TN,"Ro-Ro/Passenger Ship"
8315970,672267000,"M\V ISIS",,"Anchor Handling Vessel"
8308537,672266000,ASHTART,TN,"Anchor Handling Vessel"
9142459,672248000,ULYSSE,TN,"Ro-Ro/Passenger Ship"
9142461,672247000,SALAMMBO,TN,"Ro-Ro/Passenger Ship"
6401218,671708000,"OMEGA LIVESTOCK",TG,"Livestock Carrier"
7510858,671706000,APUS,TG,"Livestock Carrier"
9011399,671703000,"POLE STAR 1",TG,Cargo
7405089,671700000,"PRINCESS HIYAM",TG,"Livestock Carrier"
8651178,671699000,"LONGRICH 5",TG,Cargo
9142411,671698000,"YOUSEF S",TG,"General Cargo"
8703270,671697000,"FARAH PRINCESS",TG,"General Cargo"
8999544,671686000,LONGRICH2,TG,"General Cargo"
8911035,671685000,"TIAN FENG 3",TG,Cargo
9395783,671682000,"PMI TIGER",TG,"Utility Vessel"
8609125,671681000,"DPL ALYUR",TG,Cargo
8403911,671674000,"MING YUE",TG,"General Cargo"
8649993,671673000,"TONG DA",TG,Cargo
9009061,671672000,HERA,TG,Cargo
8661745,671671000,"JIN ZHAO 11",TG,Cargo
9135494,671669000,"NEW DAWN",TG,"General Cargo"
8116180,671666000,KARAM,TG,"General Cargo"
7406772,671665000,"SUHA QUEEN II",TG,"Livestock Carrier"
7928160,671663000,"MED LINK",TG,"Ro-Ro Cargo"
7359149,671662000,"MONI K",TG,"General Cargo"
8000836,671661000,KATYA,TG,"General Cargo"
8864842,671660000,"LIAN MENG 9",TG,Cargo
7041053,671659000,"PACIFIC M",TG,"Livestock Carrier"
7337543,671658000,"GRAIN M",TG,Tug
9053919,671657000,URANUS,TG,"General Cargo"
8004703,671652000,MERIDIAN,TG,Tanker
9008043,671650000,DIMA,TG,"General Cargo"
9376672,671646000,"GUO SHUN",TG,Cargo
9008081,671645000,MARIA,TG,"General Cargo"
8116972,671643000,LILY-HA,TG,"General Cargo"
8864529,671642000,"GOLDEN WELL",TG,Cargo
9039559,671639000,"MARINE 1",TG,"Vehicles Carrier"
6721113,671638000,LAGUNA,TG,"General Cargo"
7300992,671637000,"FM SPIRIDON",TG,"Livestock Carrier"
6609729,671636000,"EVAL NOLOM",TG,"Passengers Ship"
7204409,671634000,"CARMEN I I",TG,Cargo
8661719,671633000,LUCIDA189,TG,Cargo
8681410,671632000,"GOLD LUCKY",TG,Cargo
7529330,671631000,MARATON,TG,"General Cargo"
7352476,671629000,SWIMMER,TG,"General Cargo"
8224535,671627000,"M V INCHON",TG,Cargo
9046071,671626000,"M/T JOINVILLE",TG,"Oil/Chemical Tanker"
7801324,671625000,"AFRICAN 4",TG,"Bulk Carrier"
7612474,671623000,PORHOV,TG,"General Cargo"
9032666,671618000,KHURAN,TG,"Oil Products Tanker"
8409654,671617000,"ELA S",TG,"General Cargo"
8503307,671616000,NO7COAM,TG,Tanker
8308757,671615000,"LADY SAFIA_1",TG,"General Cargo"
9020467,671613000,"CLAYTON II",TG,"Asphalt/Bitumen Tanker"
8618463,671612000,ASEN,TG,Cargo
9120994,671611000,DEVREZ,TG,"Oil/Chemical Tanker"
9125138,671610000,DELICE,TG,"Chemical Tanker"
9125126,671609000,CASPIA,TG,"Chemical Tanker"
7927037,671608000,DOWON,TG,Reefer
7522203,671606000,ALBATROSS,TG,"General Cargo"
8016419,671604000,"SPT GUARDIAN",TG,"Offshore Supply Ship"
8127165,671602000,"AL MEEZAN",TG,Tug
8033742,671601000,"OCEAN GRACE 2",TG,Tanker
8987515,671600000,"SAN GWANN",TG,"Bunkering Tanker"
8613061,671599000,"JAOHAR EXPRESS",TG,"General Cargo"
8300016,671598000,ATLANTICO,TG,"Replenishment Vessel"
8420385,671597000,FAITH,TG,"Oil Products Tanker"
9175585,671596000,"RUBIN S",TG,"General Cargo"
8400933,671595000,LIA,TG,Tanker
8104553,671582000,"GULF CITY",TG,"General Cargo"
8915184,671577000,"SEA BREEZE",TG,"General Cargo"
8025381,671573000,"HAJE ZAINAB",TG,"Bulk Carrier"
8412560,671572000,"EMDEN IV",TG,"General Cargo"
9514432,671571000,BRIXHAM,TG,"Oil Products Tanker"
7703699,671563000,"SEBA  STAR",TG,"General Cargo"
7726093,671562000,"YOUSSEF M",TG,"General Cargo"
8518560,671559000,"BREADBOX MARLIN",TG,"General Cargo"
9002128,671558000,"RANIA H",TG,"General Cargo"
8217714,671556000,CAVE,TG,"General Cargo"
8888654,671554000,G.LUCKY,TG,Cargo
8809270,671552000,SKYWIND,TG,Cargo
8812930,671551000,"BREADBOX FALCON",TG,"General Cargo"
7526699,671550000,SUNSHINE,TG,"General Cargo"
7724265,671549000,"CAMPS BAY",TG,"Ro-Ro Cargo"
7633478,671547000,SANDY,TG,"General Cargo"
7514517,671546000,"MED PATRON",TG,"Pallet Carrier"
8113592,671541000,"LADY LARA",TG,"General Cargo"
8106599,671539000,ALBATOUL,TG,"General Cargo"
8712221,671538000,"HONG XIANG",TG,"General Cargo"
7612838,671537000,"PRINCE HANI",TG,"General Cargo"
8204676,671535000,EMAD_Y,TG,"General Cargo"
8896819,671528000,"WEN CHENG",TG,Cargo
8862789,671527000,"BLACK EAGLE",TG,"General Cargo"
7612280,671526000,"CAPTAIN SAMIN",TG,"General Cargo"
8002664,671520000,"BLUE DREAM",TG,"Lpg Tanker"
8201014,671518000,"DETERMINATION 2",TG,Tanker
8009557,671517000,"SEA WAVE",TG,"Bulk Carrier"
8009052,671516000,"MED BRIDGE",TG,"Ro-Ro Cargo"
7726952,671515000,"DANA TRADER",TG,"General Cargo"
8921494,671514000,"DARB ALKHAIR",TG,"General Cargo"
8912467,671511000,TRADER,TG,"General Cargo"
7619525,671508000,"SHAHBAA 1",TG,"Livestock Carrier"
8300652,671506000,ZAHRANOS,TG,"Bulk Carrier"
9159579,671505000,UNI-K,TG,"General Cargo"
8104591,671504000,"GULF RIVER",TG,"General Cargo"
7811410,671503000,"GULF LION",TG,"General Cargo"
9030333,671501000,"CAPTAIN OMAR",TG,"General Cargo"
8917730,671500000,"LEO I",TG,"General Cargo"
8615019,671498000,SEVEN,TG,Cargo
7905560,671497000,M.V.SHAKER,TG,"Ro-Ro Cargo"
8746806,671496000,HORTEN,TG,"Pleasure Craft"
6417748,671495000,"GALAXY X",TG,"Asphalt/Bitumen Tanker"
8408741,671490000,"MV HH 18",TG,"Bulk Carrier"
8417546,671486000,"ANKE ANGELA",,"General Cargo"
7510884,671480000,SKIFF,TG,"General Cargo"
8005721,671476000,"JAOHAR UK",TG,"Bulk Carrier"
8909460,671475000,PAGAS,TG,"Crude Oil Tanker"
7624635,671473000,MILAD,TG,"Wing in ground"
9237931,671471000,"HARMONY M",TG,"Container Ship"
8029246,671468000,"LINA Y",TG,"Bulk Carrier"
8911413,671466000,"GEORGIANA H",TG,"General Cargo"
8806876,671465000,ULMAR,TG,"Crude Oil Tanker"
9040479,671464000,SATTAR,TG,"Bulk Carrier"
7002461,671458000,WINTERFELL,TG,"General Cargo"
9054054,671457000,MARUTI,TG,Tanker
9015981,671456000,"JAOHAR ADAM",TG,"General Cargo"
7946992,671455000,"SOVEREIGN M",TG,"Oil Products Tanker"
5402291,671454000,FALCON,TG,Tug
8128078,671453000,"M\V ATLANTIS",TG,Cargo
7915591,671451000,BURCIN,TG,"General Cargo"
8912510,671448000,"FARAH K",TG,"General Cargo"
8401511,671447000,"JAOHAR H",TG,"General Cargo"
7922934,671446000,BYBLOS,TG,"General Cargo"
8311534,671443000,"LADY  DINA-1",TG,"General Cargo"
9274941,671442000,"MIAMI PRIDE",TG,"Bulk Carrier"
8113293,671437000,"BLUE MOON",TG,"General Cargo"
8913057,671436000,"NOURA M",TG,"General Cargo"
8030283,671432000,AVIVA,TG,"Ro-Ro Cargo"
8619285,671429000,"G.DONA I",TG,"Chemical Tanker"
8520226,671426000,RECONCILE,TG,"Bulk Carrier"
8223244,671424000,"SHAKER 2",TG,"Ro-Ro Cargo"
9379583,671411000,"JIN DA 27",TG,Cargo
7016644,671408000,"SEAWAY INVINCIBLE",TG,"Standby Safety Vessel"
9055711,671403000,-DETERMINATION,TG,"Oil Products Tanker"
7388231,671402000,ALBARAKA1,TG,"Livestock Carrier"
7392531,671400000,"MED STAR",TG,"Ro-Ro/Passenger Ship"
7929102,671398000,SHAKER-1,TG,"Ro-Ro Cargo"
7366025,671396000,MANASSA,TG,"General Cargo"
8202941,671389000,"SEA BIRD",TG,"General Cargo"
8411190,671387000,"RANIA H",TG,"General Cargo"
9134464,671384000,"RED SEA PEARL",TG,"Oil Products Tanker"
9017161,671381000,"HOPE 6",TG,Tanker
8421731,671378000,"GULF HARVEST",TG,"General Cargo"
7367976,671373000,ALRAYAN,TG,"Livestock Carrier"
7611547,671371000,YOUZARSIF_H,TG,"Livestock Carrier"
8215649,671367000,"ADNAN H",TG,"General Cargo"
9130901,671364000,"UNITED 2",TG,"Container Ship"
8322179,671361000,RASHA-D,TG,"General Cargo"
8216447,671360000,"THUNDER   RIVER",TG,"Offshore Supply Ship"
7116781,671359000,"ABDUL M",TG,"Bulk Carrier"
7203895,671350000,FARAH,TG,"Bulk Carrier"
8609175,671346000,DANO,TG,"General Cargo"
8917467,671344000,TABUK,TG,"Crude Oil Tanker"
8917699,671339000,"C FLOW",TG,"General Cargo"
9033701,671338000,"C HORSE",TG,"General Cargo"
9186390,671335000,BERYTE,TG,"Container Ship"
6619944,671330000,ENDEAVOUR,TG,"Research/Survey Vessel"
7700166,671329000,"SHERRIE ANNE",TG,"Salvage/Rescue Vessel"
7108899,671327000,SAFI,TG,"General Cargo"
8307650,671324000,"AT 30",TG,"Bulk Carrier"
8706088,671323000,"NGOL LUENA",TG,"Oil Products Tanker"
7735109,671320000,"COM R",TG,"Pollution Control Vessel"
8909472,671319000,MENA,TG,"Crude Oil Tanker"
8223268,671318000,DARUSH,TG,"Crude Oil Tanker"
8410299,671317000,ZAMZAM,TG,"General Cargo"
8805470,671312000,MT.REMI,TG,"Crude Oil Tanker"
8003058,671310000,"M/V ITIDAL",TG,"General Cargo"
8027638,671309000,ANDA,TG,"General Cargo"
8656960,671307000,"GUO MAO 1",TG,Cargo
8314433,671303000,"AL HANI",TG,"General Cargo"
9002403,671297000,"AT 14",TG,"General Cargo"
7114800,671290000,AALAAE_J,TG,"General Cargo"
5055531,671287000,AKPAKPA,,Tanker
7902922,671286000,"M/T GRAND ISLAND",TG,"Oil Products Tanker"
8807349,671285000,NAWAL-F,TG,"General Cargo"
8313453,671277000,TOYOKICHI,,Cargo
8959142,671274000,EXCALIBUR,TG,"General Cargo"
7358626,671271000,"EL ELOHIM",TG,"General Cargo"
8316845,671262000,PERSIA,TG,"Oil/Chemical Tanker"
8003943,671257000,SHERIN,TG,"General Cargo"
8303965,671251014,GLOB,TG,"Oil/Chemical Tanker"
7627625,671247000,RED_TOWER,TG,"General Cargo"
7412472,671242000,NAZLIDENIZ,TG,"General Cargo"
8653396,671241000,DONGFANGYANGMING,TG,Cargo
8812875,671240000,"HUDA F",TG,"General Cargo"
7711919,671233000,RETAJ,TG,"General Cargo"
8843862,671232000,"BREADBOX ACACIA",TG,"General Cargo"
7387201,671230000,"SEA KARAM",,"General Cargo"
8021531,671223000,"MT MOTHER BENEDICTA",TG,"Oil/Chemical Tanker"
7721952,671222000,CHARLY,TG,"General Cargo"
8302923,671221000,"SUNRISE III",TG,"General Cargo"
7396654,671219000,"CAPTAIN OMAR",TG,"General Cargo"
7700207,671217000,RAMZI,TG,"General Cargo"
7916260,671215000,"M.T. MADINA 1",TG,Tanker
7901693,671213000,"ZIAD JUNIOR",TG,"General Cargo"
7638947,671212000,CAMELIA,TG,"General Cargo"
7601059,671210000,ASER,TG,"General Cargo"
8414661,671209000,"HAJEH HESEN",TG,"General Cargo"
8003931,671208000,RAYAN,TG,"General Cargo"
7392593,671203000,ALIANCA,TG,"General Cargo"
7713266,671201000,"""RAND""",TG,"General Cargo"
7817464,671200000,"HILAL ALEMARAT I",,"General Cargo"
8989197,671194000,ALKABEER,TG,"Oil Products Tanker"
7214234,671179000,MARINA,TG,Cargo
7422556,671176000,"GREEN CEDAR",TG,"General Cargo"
8403521,671173000,BESSTRASHNYI,TG,"General Cargo"
8646939,671172000,"ENERGY 7001",TG,"Tanker A"
8641434,671168000,"ENERGY 6503",TG,Tanker
8500501,671162000,"PIONEER 168",TG,Tanker
7529940,671153000,NORLAND,TG,"Livestock Carrier"
9044073,671148000,"SEA VOYAGER",TG,"Oil Products Tanker"
9458743,671143000,AGBODRAFO,TG,Tug
7053264,671135000,FALKNES,TG,"General Cargo"
7614264,671132000,WILBUR,TG,Tug
8113736,671130000,"BLUE RIVER",TG,"Oil/Chemical Tanker"
6810158,671128000,FAXBORG,TG,"General Cargo"
8615760,671118000,"TOUEI MARU",TG,Cargo
7431686,671117000,STEAMER,,"General Cargo"
6826793,671115000,DOLA,TG,"Anchor Handling Vessel"
7712963,671109000,"MV ALBARAKA 3",TG,"Ro-Ro Cargo"
8303331,671100000,JASY,TG,"General Cargo"
8844373,671097000,"SHOWA MARU",TG,Cargo
7029201,671066000,FRIENDSHIP,TG,"General Cargo"
7005669,671065000,MIYA,TG,"General Cargo"
7030523,671051000,ORION,TG,"Ro-Ro/Passenger Ship"
8500070,671046000,"LADY MARIA",TG,"General Cargo"
7118870,671036000,"SOUMAYA J",TG,"General Cargo"
7392608,671032000,"ARROW S",TG,"General Cargo"
7015509,671011000,MARA,TG,"Livestock Carrier"
8064085,669962424,]ARA,SZ,
9182318,668888881,C.DREAM,ST,"Crude Oil Tanker"
7926370,668243266,"MARIA I",ST,"General Cargo"
7432147,668124335,LIBERTY.,ST,"General Cargo"
6725066,668124332,ADONAI,ST,"Cargo A"
7014517,668116119,LIBERDADE,ST,Tug
8968935,668116113,AMFITRITI,ST,Cargo
1048576,668057606,QBOU0SULTAN,ST,"Not available"
9882997,668052002,"XENG0XING 1",ST,Cargo
9163154,668001452,"JIN TAI",ST,"General Cargo"
7116133,667997000,"TRIO VEGA",SL,"General Cargo"
8017334,667993000,ULIA,SL,Reefer
8013106,667991000,"FLAGMAN 3",SL,"Oil Products Tanker"
7720439,667989000,BARLA,SL,"General Cargo"
7521132,667972000,RAINBOW-H,SL,"General Cargo"
7718814,667970000,"MT.SEAPRINCESS 2",SL,Tanker
8609072,667963000,Z-TWO,SL,"Chemical Tanker"
8421987,667957000,"MARIA QUEEN",SL,"General Cargo"
8230156,667949000,ASTOL,SL,"General Cargo"
8831431,667943000,LUCKY_101,SL,"Fish Carrier"
7327938,667919000,"PELICAN (GUARD)",SL,"Standby Safety Vessel"
7386946,667904000,SUNRISE-R,SL,"General Cargo"
8151403,667892000,"BALTIC UNITY",SL,"Not available"
8300353,667870000,"SEA GODDESS",SL,Tanker
8324440,667869000,HANYANGRACE,SL,"Other Type"
8303965,667859000,"MT GLOBAL EMINENCE",,"Oil/Chemical Tanker"
8736382,667857000,"SUN UNITY",SL,"Reserved for future use"
7903366,667845000,"AN PING",SL,Tanker
9005077,667830000,SAGAMIKO,SL,Cargo
7902829,667824000,"JEAN PEARL",SL,Tanker
7113210,667797000,PETR,SL,"General Cargo"
7401368,667755000,KUMSAL,SL,"General Cargo"
7394553,667709000,BABA,SL,"Other Type"
7342380,667653000,"FENDERCARE INDEPENDE",SL,"Standby Safety Vessel"
7639616,667651000,"SALAH ALDEEN 2",SL,"General Cargo"
7422180,667639000,"SNOW WHITE",SL,"General Cargo"
7300899,667614000,"M/V RAFI",SL,Cargo
9605803,667599000,"ICM NAUTICAL 2",SL,"Offshore Supply Ship"
7827110,667595000,"SEE WIND",SL,"Offshore Supply Ship"
8932297,667509000,BADE,SL,"General Cargo"
7018616,667508000,MARINA,SL,"Edible Oil Tanker"
9017666,667498000,GLORIWAVE,SL,"Chemical Tanker"
9523225,667460000,SHIHCHUAN,SL,Cargo
7527631,667420000,"TAN CANG 4600",SL,Tug
7015327,667316000,"ALM MARINE",SL,"Container Ship"
7235769,667311000,"SEA ARROW II",SL,"General Cargo"
8031407,667288000,YILDIRIMLAR1,SL,"General Cargo"
7822536,667258000,SELEN,SL,"General Cargo"
8230223,667251000,ROUEN,SL,"General Cargo"
8231019,667243000,VOLGO_BALT_179,SL,"General Cargo"
8917728,667232249,"JAOHAR LIVIA",SL,"General Cargo"
7433426,667210600,PARIS-Y,SL,"Bulk Carrier"
8119211,667209900,"SEA KING",SL,"Anchor Handling Vessel"
7604271,667206200,TIO,SL,"General Cargo"
8002810,667203600,"LADY REA",SL,"General Cargo"
9563897,667172000,"ALPHA KIRAWIRA",SL,"Other Type"
7508790,667169000,"MV ALPHA PINA",,Tug
8821591,667117000,UNIVERSAL1,SL,"Bulk Carrier"
8821632,667116000,PROSPERITY1,SL,"Bulk Carrier"
8652823,667107000,"ORIENTAL LADY",SL,Cargo
9067221,667105000,"KIKUMARU NO.23",,Tanker
9744300,667096000,"PMI 5",SL,Cargo
8920139,667092000,"KING RICH",SL,Tanker
8312095,667085000,"SKIPPERS Y",SL,"Bulk Carrier"
8666446,667083000,"MU LISA 5",SL,Cargo
8914934,667077000,"EVER BRIGHT 88",SL,Cargo
8664149,667075000,"ZHI KUN 1",SL,Cargo
8727898,667072000,"RANDLYN 1",SL,"Oil Products Tanker"
8666898,667070000,"M\T KRONE",SL,"Bunkering Tanker"
8405787,667062000,"FORTRESS 7",SL,"Bulk Carrier"
8863018,667048000,"LITTLE WIND",SL,"General Cargo"
8661032,667041000,"MING DA HAI 2",SL,Cargo
8401731,667038000,"YU YUAN 7",SL,Cargo
8943404,667022000,ANTARES,SL,"General Cargo"
8943416,667021000,ALTAIR,SL,"General Cargo"
8943519,667013000,"MARAKI  II",SL,Tanker
9005467,667011281,QUANTUM,SL,"General Cargo"
8414764,667011000,"BRAVE M",SL,"General Cargo"
7406772,667009035,"KO LANTA",SL,"Livestock Carrier"
7522083,667009029,"SEA THUNDER",,"Anchor Handling Vessel"
8219621,667009027,"SEA WAVE",SL,"Anchor Handling Vessel"
8846838,667009020,"BASBOSA STAR",SL,"Oil Products Tanker"
9041667,667009017,TAKNAWAZ,SL,Cargo
8810578,667007082,"SAMZIN 8",SL,Cargo
4198948,667007044,SIME^TALLIVESTOCK,SL,Tanker
8509416,667007000,"GULF DOVE",SL,"Oil/Chemical Tanker"
9142916,667006110,OKEAN,SL,"Oil Products Tanker"
7927714,667006102,DUKAT,SL,"General Cargo"
8916487,667006080,GLORISILVER,SL,"Oil/Chemical Tanker"
8700383,667006077,"JI TAI NO.66",SL,Tanker
9011404,667006067,"ANGEL 33",SL,"Chemical Tanker"
8841503,667006037,"VALERIY ONISCHUK",,"General Cargo"
8914099,667006000,"HAG SAYED",SL,"General Cargo"
7359149,667005249,"MOON LIGHT",SL,"General Cargo"
8307947,667005247,TAHA-Y,SL,"General Cargo"
8215754,667005244,NADALINA,SL,"General Cargo"
7359125,667005243,"SUN LIGHT",,"General Cargo"
8216148,667005241,"ARMOR Y",SL,"General Cargo"
8215807,667005239,KARAZI,SL,"General Cargo"
7931129,667005227,"POWER ONE",SL,"Oil Products Tanker"
6702284,667005216,HEIN,SL,"General Cargo"
7529885,667005194,VOLKAN,SL,"Ro-Ro Cargo"
8400218,667005192,ORHAN-Y,SL,"Bulk Carrier"
9086344,667005190,GARZONI,SL,"Crude Oil Tanker"
9084516,667005188,MEMOZINE,SL,"Oil Products Tanker"
7411258,667005172,"VIA MARE",SL,"Ro-Ro/Passenger Ship"
9665839,667005162,SOCHI,SL,Passenger
7703247,667005128,"SEA STAR",SL,"General Cargo"
7381855,667005127,"MARIAN B",SL,"Trailing Suction Hopper Dredger"
8308769,667005117,"YAMAK JUNIOR",SL,"General Cargo"
